Rank,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
5995,Grandia II,PS2,2002,Role-Playing,Ubisoft,0.14,0.11,0.0,0.04,0.29
5996,Backyard Wrestling 2: There Goes the Neighborhood,PS2,2004,Fighting,Eidos Interactive,0.14,0.11,0.0,0.04,0.29
5997,Bass Strike,PS2,2001,Sports,THQ,0.14,0.11,0.0,0.04,0.29
5998,SD Gundam Gaiden: Knight Gundam Monogatari: Ooinaru Isan,SNES,1991,Role-Playing,Angel Studios,0.0,0.0,0.29,0.0,0.29
5999,Guardian Heroes,SAT,1995,Role-Playing,Sega,0.0,0.0,0.29,0.0,0.29
6000,Rayman 3: Hoodlum Havoc,PS2,2003,Platform,Ubisoft,0.14,0.11,0.0,0.04,0.29
6001,The Amazing Spider-Man 2 (2014),PS3,2014,Action,Activision,0.06,0.16,0.02,0.05,0.29
6002,Family Guy: Back to the Multiverse,PS3,2012,Action,Activision,0.12,0.12,0.0,0.05,0.29
6003,Power Pro Kun Pocket 11,DS,2008,Sports,Konami Digital Entertainment,0.0,0.0,0.29,0.0,0.29
6004,Tony Hawk: Shred,PS3,2010,Sports,Activision,0.18,0.07,0.0,0.04,0.29
6005,"Sakura Wars 4: Koi Seyo,Otome",DC,2002,Adventure,Sega,0.0,0.0,0.29,0.0,0.29
6006,NCAA Basketball 09,PS2,2008,Sports,Electronic Arts,0.14,0.11,0.0,0.04,0.29
6007,NFL Blitz 20-02,PS2,2002,Sports,Midway Games,0.14,0.11,0.0,0.04,0.29
6008,Just Dance Wii 2,Wii,2012,Misc,Nintendo,0.0,0.0,0.29,0.0,0.29
6009,Dragon Quest: Shounen Yangus to Fushigi no Dungeon,PS2,2006,Role-Playing,Square Enix,0.0,0.0,0.29,0.0,0.29
6010,Itadaki Street 2: Neon Sign wa Bara Iro ni,SNES,1994,Misc,Enix Corporation,0.0,0.0,0.29,0.0,0.29
6011,Junior Brain Trainer 2,DS,2010,Misc,GSP,0.04,0.21,0.0,0.04,0.29
6012,NHL Hitz 20-03,PS2,2002,Sports,Midway Games,0.14,0.11,0.0,0.04,0.29
6013,Heroes of the Pacific,PS2,2005,Simulation,Codemasters,0.14,0.11,0.0,0.04,0.29
6014,Soul Sacrifice Delta,PSV,2014,Action,Sony Computer Entertainment,0.01,0.12,0.12,0.04,0.29
6015,Trivial Pursuit,PS3,2009,Misc,Electronic Arts,0.12,0.12,0.0,0.05,0.29
6016,Jikkyou Powerful Pro Yakyuu 8,PS2,2001,Sports,Konami Digital Entertainment,0.0,0.0,0.29,0.0,0.29
6017,Soul Nomad & the World Eaters,PS2,2007,Role-Playing,Tecmo Koei,0.14,0.11,0.0,0.04,0.29
6018,Jewel Quest Mysteries: Curse of the Emerald Tear,DS,2010,Puzzle,Avanquest,0.0,0.25,0.0,0.04,0.29
6019,Myst III: Exile,PS2,2002,Adventure,Ubisoft,0.14,0.11,0.0,0.04,0.29
6020,Punch-Out!!,Wii,2007,Sports,Nintendo,0.02,0.22,0.05,0.0,0.29
6021,Monster 4x4: Masters of Metal,PS2,2003,Racing,Ubisoft,0.14,0.11,0.0,0.04,0.29
6022,Wild ARMs 5,PS2,2006,Role-Playing,505 Games,0.14,0.11,0.0,0.04,0.29
6023,Danganronpa Another Episode: Ultra Despair Girls,PSV,2014,Action,Nippon Ichi Software,0.1,0.03,0.12,0.04,0.29
6024,Summer Heat Beach Volleyball,PS2,2003,Sports,Acclaim Entertainment,0.14,0.11,0.0,0.04,0.29
6025,Atelier Iris 3: Grand Phantasm (US Sales),PS2,2006,Role-Playing,Tecmo Koei,0.14,0.11,0.0,0.04,0.29
6026,Final Fantasy X-2: International + Last Mission,PS2,2004,Role-Playing,Square Enix,0.0,0.0,0.29,0.0,0.29
6027,R: Racing Evolution,PS2,2003,Racing,Namco Bandai Games,0.14,0.11,0.0,0.04,0.29
6028,WinBack: Covert Operations,PS2,2000,Shooter,Midas Interactive Entertainment,0.14,0.11,0.0,0.04,0.29
6029,Psi-Ops: The Mindgate Conspiracy,PS2,2004,Shooter,Midway Games,0.14,0.11,0.0,0.04,0.29
6030,Dragon Ball Heroes: Ultimate Mission,3DS,2013,Misc,Namco Bandai Games,0.0,0.0,0.29,0.0,0.29
6031,Harry Potter and the Sorcerer's Stone,PS2,2003,Action,Electronic Arts,0.14,0.11,0.0,0.04,0.29
6032,Mission: Impossible - Operation Surma,PS2,2003,Platform,Atari,0.14,0.11,0.0,0.04,0.29
6033,Syphon Filter: Dark Mirror,PS2,2007,Shooter,Sony Computer Entertainment,0.14,0.11,0.0,0.04,0.29
6034,Dead to Rights: Retribution,PS3,2010,Shooter,Namco Bandai Games,0.1,0.12,0.02,0.05,0.29
6035,Surf's Up,PS2,2007,Sports,Ubisoft,0.14,0.11,0.0,0.04,0.29
6036,Mega Man X8,PS2,2004,Platform,Capcom,0.14,0.11,0.0,0.04,0.29
6037,J-League Victory Goal '96,SAT,1996,Sports,Sega,0.0,0.0,0.29,0.0,0.29
6038,Penguin no Mondai: Saikyou Penguin Densetsu! A Penguin's Troubles,DS,2008,Adventure,Konami Digital Entertainment,0.0,0.0,0.29,0.0,0.29
6039,Viewtiful Joe,PS2,2004,Action,Capcom,0.14,0.11,0.0,0.04,0.29
6040,SingStar Country,PS2,2008,Misc,Sony Computer Entertainment,0.14,0.11,0.0,0.04,0.29
6041,Ford Mustang: The Legend Lives,PS2,2005,Racing,Take-Two Interactive,0.14,0.11,0.0,0.04,0.29
6042,One Piece: Burning Blood,PS4,2016,Fighting,Namco Bandai Games,0.1,0.08,0.07,0.04,0.29
6043,Jackass the Game,PS2,2007,Action,Empire Interactive,0.14,0.11,0.0,0.04,0.29
6044,Shrek Super Party,PS2,2002,Misc,TDK Mediactive,0.14,0.11,0.0,0.04,0.29
6045,Romance of the Three Kingdoms III: Dragon of Destiny,SNES,1992,Strategy,Tecmo Koei,0.0,0.0,0.29,0.0,0.29
6046,Tales of the World: Radiant Mythology 3,PSP,2011,Role-Playing,Namco Bandai Games,0.0,0.0,0.28,0.0,0.28
6047,Power Pro Kun Pocket 3,GBA,2001,Sports,Konami Digital Entertainment,0.0,0.0,0.27,0.01,0.28
6048,Hot Wheels: Track Attack,DS,2010,Racing,THQ,0.18,0.08,0.0,0.02,0.28
6049,Guitar Hero Live,PS3,2015,Misc,Activision,0.09,0.14,0.0,0.05,0.28
6050,Hannah Montana: Spotlight World Tour,PS2,2008,Action,Disney Interactive Studios,0.12,0.02,0.0,0.14,0.28
6051,Digimon Adventure: Anode Tamer,WS,1999,Role-Playing,Namco Bandai Games,0.0,0.0,0.28,0.0,0.28
6052,Disney's Treasure Planet,GBA,2002,Action,Ubisoft,0.2,0.07,0.0,0.01,0.28
6053,The Incredible Hulk,PS3,2008,Action,Sega,0.22,0.03,0.0,0.03,0.28
6054,Hot Shots Golf: World Invitational,PS3,2012,Sports,Sony Computer Entertainment,0.0,0.0,0.28,0.0,0.28
6055,Zumba Fitness: World Party,Wii,2013,Misc,Majesco Entertainment,0.14,0.11,0.0,0.03,0.28
6056,Call of Juarez: The Cartel,X360,2011,Shooter,Ubisoft,0.14,0.11,0.0,0.03,0.28
6057,All Star Cheer Squad,DS,2008,Sports,THQ,0.26,0.0,0.0,0.02,0.28
6058,Resident Evil 2: Dual Shock Edition,PS,1998,Action,Capcom,0.0,0.0,0.26,0.02,0.28
6059,Links 2004,XB,2003,Sports,Microsoft Game Studios,0.21,0.06,0.0,0.01,0.28
6060,Lightning Returns: Final Fantasy XIII,X360,2013,Role-Playing,Square Enix,0.15,0.1,0.01,0.02,0.28
6061,Disney Infinity,3DS,2013,Action,Disney Interactive Studios,0.16,0.1,0.0,0.02,0.28
6062,Virtua Fighter 5 Online,X360,2007,Fighting,Sega,0.2,0.03,0.03,0.02,0.28
6063,Lord of Darkness,SNES,1991,Action,Tecmo Koei,0.0,0.0,0.28,0.0,0.28
6064,MLB 07: The Show,PSP,2007,Sports,Sony Computer Entertainment,0.26,0.0,0.0,0.02,0.28
6065,Madagascar,XB,2005,Platform,Activision,0.21,0.06,0.0,0.01,0.28
6066,The King of Fighters '95,SAT,1995,Fighting,SNK Playmore,0.0,0.0,0.28,0.0,0.28
6067,Disney Channel: All Star Party,Wii,2010,Misc,Disney Interactive Studios,0.18,0.08,0.0,0.02,0.28
6068,Tao Feng: Fist of the Lotus,XB,2003,Fighting,Microsoft Game Studios,0.21,0.06,0.0,0.01,0.28
6069,True Crime: New York City,XB,2005,Action,Activision,0.21,0.06,0.0,0.01,0.28
6070,Mega Man 7,SNES,1995,Platform,Laguna,0.03,0.01,0.23,0.01,0.28
6071,Kung Zhu,DS,2010,Action,Activision,0.26,0.0,0.0,0.02,0.28
6072,Kung Fu Chaos,XB,2003,Fighting,Microsoft Game Studios,0.21,0.06,0.0,0.01,0.28
6073,Marvel Super Hero Squad: The Infinity Gauntlet,Wii,2010,Action,THQ,0.22,0.04,0.0,0.02,0.28
6074,Donkey Kong GB: Dinky Kong & Dixie Kong,GB,2000,Platform,Nintendo,0.0,0.0,0.28,0.0,0.28
6075,Marvel Nemesis: Rise of the Imperfects,XB,2005,Fighting,Electronic Arts,0.21,0.06,0.0,0.01,0.28
6076,Mass Effect Trilogy,PC,2012,Action,Electronic Arts,0.09,0.16,0.0,0.03,0.28
6077,Pitfall: The Mayan Adventure,GBA,2001,Platform,Interplay,0.2,0.07,0.0,0.01,0.28
6078,Pokemon Box: Ruby & Sapphire,GC,2003,Misc,Nintendo,0.0,0.0,0.27,0.01,0.28
6079,Ben 10 Triple Pack,DS,2011,Misc,D3Publisher,0.13,0.12,0.0,0.03,0.28
6080,Avatar: The Last Airbender,Wii,2006,Adventure,THQ,0.24,0.02,0.0,0.02,0.28
6081,Dragon Ball GT: Final Bout,PS,1997,Fighting,Namco Bandai Games,0.02,0.02,0.22,0.02,0.28
6082,Godzilla: Domination!,GBA,2002,Fighting,Atari,0.2,0.07,0.0,0.01,0.28
6083,Transformers: Cybertron Adventures,Wii,2010,Action,Activision,0.15,0.1,0.0,0.03,0.28
6084,Cabela's Big Game Hunter 2012,X360,2011,Sports,Activision,0.24,0.02,0.0,0.02,0.28
6085,Mobile Suit Gundam Side Story I: Senritsu no Blue,SAT,1996,Shooter,Namco Bandai Games,0.0,0.0,0.28,0.0,0.28
6086,Super Fire ProWrestling X,SNES,1995,Fighting,Human Entertainment,0.0,0.0,0.28,0.0,0.28
6087,Pinkalicious,DS,2011,Misc,GameMill Entertainment,0.26,0.0,0.0,0.02,0.28
6088,Pirates of the Caribbean: Dead Man's Chest,PSP,2006,Adventure,Disney Interactive Studios,0.25,0.01,0.0,0.02,0.28
6089,Dead Rising 2: Off the Record,X360,2011,Action,Capcom,0.17,0.09,0.0,0.02,0.28
6090,Surf's Up,DS,2007,Sports,Ubisoft,0.26,0.0,0.0,0.02,0.28
6091,Kobitodzukan: Kobito Kansatsu Set,3DS,2012,Misc,Nippon Columbia,0.0,0.0,0.28,0.0,0.28
6092,Ratatouille: Food Frenzy,DS,2007,Puzzle,THQ,0.26,0.0,0.0,0.02,0.28
6093,Mega Man: Dr. Wily's Revenge,GB,1991,Platform,Nintendo,0.0,0.0,0.28,0.0,0.28
6094,Mega Man II,GB,1991,Platform,Nintendo,0.0,0.0,0.28,0.0,0.28
6095,DeathSmiles,X360,2009,Shooter,Rising Star Games,0.15,0.06,0.05,0.02,0.28
6096,Deadpool,PS4,2015,Action,Activision,0.13,0.1,0.0,0.05,0.28
6097,Metal Gear Solid V: Ground Zeroes,XOne,2014,Action,Konami Digital Entertainment,0.15,0.11,0.0,0.02,0.28
6098,Polaris,2600,1982,Action,Tigervision,0.26,0.02,0.0,0.0,0.28
6099,Famista '92,NES,1991,Sports,Namco Bandai Games,0.0,0.0,0.28,0.0,0.28
6100,Indiana Jones and the Staff of Kings,PS2,2009,Action,Activision,0.11,0.01,0.0,0.16,0.28
6101,Dragon Quest Heroes II: Twin Kings and the Prophecy's End,PS4,2016,Action,Square Enix,0.0,0.0,0.28,0.0,0.28
6102,Kakyuusei,SAT,1997,Strategy,Elf,0.0,0.0,0.28,0.0,0.28
6103,NBA 2K12,PSP,2011,Sports,Take-Two Interactive,0.22,0.03,0.0,0.03,0.28
6104,Hatsune Miku: Project Diva f,PS3,2013,Misc,Sega,0.08,0.0,0.19,0.01,0.28
6105,The Warriors,PSP,2007,Action,Take-Two Interactive,0.23,0.02,0.0,0.03,0.28
6106,The Warriors,XB,2005,Action,Take-Two Interactive,0.21,0.06,0.0,0.01,0.28
6107,Puyo Puyo! 15th Anniversary,DS,2006,Puzzle,Sega,0.0,0.0,0.28,0.0,0.28
6108,Puzzle Quest: Challenge of the Warlords,Wii,2007,Puzzle,D3Publisher,0.26,0.0,0.0,0.02,0.28
6109,The Smurfs: Dance Party,Wii,2011,Misc,Ubisoft,0.22,0.04,0.0,0.02,0.28
6110,Mr. Do!,2600,1982,Action,Coleco,0.26,0.02,0.0,0.0,0.28
6111,RollerCoaster Tycoon 3,PC,2004,Strategy,Atari,0.01,0.22,0.0,0.05,0.28
6112,NASCAR 08,X360,2007,Racing,Electronic Arts,0.26,0.0,0.0,0.02,0.28
6113,F1 Race Stars,X360,2012,Racing,Codemasters,0.07,0.18,0.0,0.03,0.28
6114,Carol Vorderman's Sudoku,PS2,2006,Puzzle,Xplosiv,0.0,0.23,0.0,0.05,0.28
6115,R.U.S.E.,PC,2010,Strategy,Ubisoft,0.04,0.19,0.0,0.05,0.28
6116,Bionic Commando,X360,2009,Platform,Capcom,0.12,0.12,0.01,0.03,0.28
6117,Dynasty Warriors: Gundam,PS2,2008,Action,Namco Bandai Games,0.0,0.0,0.28,0.0,0.28
6118,Dragon Ball Z: Budokai 2,GC,2004,Fighting,Atari,0.21,0.06,0.0,0.01,0.28
6119,International Superstar Soccer,SNES,1994,Sports,Konami Digital Entertainment,0.0,0.0,0.28,0.0,0.28
6120,Rocket Power: Beach Bandits,GBA,2002,Platform,THQ,0.2,0.07,0.0,0.01,0.28
6121,Street Hoops,XB,2002,Sports,Activision,0.21,0.06,0.0,0.01,0.28
6122,Dave Mirra Freestyle BMX 2,GC,2001,Sports,Acclaim Entertainment,0.21,0.06,0.0,0.01,0.28
6123,Conflict: Desert Storm II - Back to Bagdhad,XB,2003,Shooter,SCi,0.21,0.06,0.0,0.01,0.28
6124,World of Warcraft: Legion,PC,2016,Role-Playing,Activision,0.14,0.12,0.0,0.02,0.28
6125,Tiger Woods PGA Tour 07,PSP,2006,Sports,Electronic Arts,0.2,0.04,0.0,0.04,0.28
6126,NHL 2K11,Wii,2010,Sports,Take-Two Interactive,0.24,0.02,0.0,0.02,0.28
6127,Corvette,GBA,2003,Racing,TDK Mediactive,0.2,0.07,0.0,0.01,0.28
6128,NHL 07,X360,2006,Sports,Electronic Arts,0.25,0.01,0.0,0.02,0.28
6129,GRID 2,X360,2013,Racing,Codemasters,0.08,0.17,0.0,0.03,0.28
6130,Dynasty Warriors,PS,1997,Action,Tecmo Koei,0.09,0.06,0.11,0.02,0.28
6131,NCAA March Madness 2005,XB,2004,Sports,Electronic Arts,0.21,0.06,0.0,0.01,0.28
6132,F1 ROC: Race of Champions,SNES,1992,Sports,Ocean,0.0,0.0,0.28,0.0,0.28
6133,Shadow Hearts,PS2,2001,Role-Playing,Midway Games,0.09,0.07,0.1,0.02,0.28
6134,Need for Speed: Most Wanted,WiiU,2013,Racing,Electronic Arts,0.14,0.12,0.0,0.02,0.28
6135,Triple Play 2000,N64,1999,Sports,Electronic Arts,0.27,0.01,0.0,0.0,0.28
6136,Jissen Pachi-Slot Hisshouhou! Moujuu-Oh S,PS2,2002,Misc,Sammy Corporation,0.0,0.0,0.28,0.0,0.28
6137,Naruto Shippuden: Ultimate Ninja Storm 4,XOne,2016,Fighting,Namco Bandai Games,0.19,0.06,0.0,0.03,0.28
6138,Sesame Street: Cookie's Counting Carnival,DS,2010,Misc,Warner Bros. Interactive Entertainment,0.26,0.0,0.0,0.02,0.28
6139,Namco Museum Vol.2,PS,1996,Misc,Sony Computer Entertainment,0.03,0.02,0.21,0.02,0.28
6140,Army of Two: The Devil's Cartel,PS3,2013,Shooter,Electronic Arts,0.11,0.11,0.01,0.05,0.28
6141,Iron Man 2,X360,2010,Action,Sega,0.15,0.1,0.0,0.03,0.28
6142,Siren: Blood Curse,PS3,2008,Action,Sony Computer Entertainment,0.0,0.17,0.09,0.02,0.28
6143,Nichibutsu Arcade Classics,SNES,1995,Misc,Nichibutsu,0.0,0.0,0.28,0.0,0.28
6144,Bratz Ponyz,DS,2007,Adventure,Game Factory,0.26,0.0,0.0,0.02,0.28
6145,SimCity 2000,SAT,1994,Simulation,Sega,0.0,0.0,0.28,0.0,0.28
6146,ExciteBots: Trick Racing,Wii,2009,Racing,Nintendo,0.26,0.0,0.0,0.02,0.28
6147,Netsu Chu! Pro Yakyuu 2003,PS2,2003,Sports,Namco Bandai Games,0.0,0.0,0.28,0.0,0.28
6148,Neopets Puzzle Adventure,DS,2008,Puzzle,Capcom,0.26,0.0,0.0,0.02,0.28
6149,Yu-Gi-Oh! Monster Capsule Breed & Battle,PS,1998,Role-Playing,Konami Digital Entertainment,0.0,0.0,0.26,0.02,0.28
6150,Yu-Gi-Oh! World Championship 2008,DS,2007,Strategy,Konami Digital Entertainment,0.13,0.02,0.12,0.01,0.28
6151,Bratz: Super Babyz,DS,2008,Action,THQ,0.26,0.0,0.0,0.02,0.28
6152,Ice Age: Dawn of the Dinosaurs,Wii,2009,Action,Activision,0.11,0.14,0.0,0.03,0.28
6153,Silent Hill 2: Restless Dreams,XB,2001,Action,Konami Digital Entertainment,0.21,0.06,0.0,0.01,0.28
6154,EyePet,PSP,2010,Simulation,Sony Computer Entertainment,0.02,0.17,0.0,0.09,0.28
6155,SAW,X360,2009,Action,Konami Digital Entertainment,0.13,0.12,0.0,0.03,0.28
6156,Pro Evolution Soccer 2013,PSP,2012,Sports,Konami Digital Entertainment,0.0,0.07,0.18,0.03,0.28
6157,Over the Hedge,DS,2006,Platform,Activision,0.25,0.01,0.0,0.02,0.28
6158,Shrek: Ogres & Dronkeys,DS,2007,Simulation,Activision,0.26,0.0,0.0,0.02,0.28
6159,Shin Nippon Pro Wrestling: Toukon Retsuden 2,PS,1996,Fighting,Tomy Corporation,0.0,0.0,0.26,0.02,0.28
6160,Civilization II,PS,1998,Strategy,Activision,0.15,0.11,0.0,0.02,0.28
6161,F-1 Grand Prix,SNES,1992,Racing,Video System,0.0,0.0,0.28,0.0,0.28
6162,Shadows of the Damned,PS3,2011,Action,Electronic Arts,0.11,0.09,0.04,0.04,0.28
6163,Patapon 3,PSP,2011,Misc,Sony Computer Entertainment,0.05,0.04,0.17,0.02,0.28
6164,Driver: Parallel Lines,PS2,2006,Racing,Atari,0.12,0.1,0.03,0.03,0.28
6165,Cabela's Trophy Bucks,PS2,2007,Sports,Activision Value,0.13,0.11,0.0,0.04,0.27999999999999997
6166,Just Dance 2015,PS3,2014,Misc,Ubisoft,0.12,0.11,0.0,0.05,0.27999999999999997
6167,Disgaea 5: Alliance of Vengeance,PS4,2015,Role-Playing,Nippon Ichi Software,0.1,0.08,0.06,0.04,0.27999999999999997
6168,Rugby World Cup 2011,X360,2011,Sports,505 Games,0.03,0.21,0.0,0.04,0.27999999999999997
6169,Resident Evil: Deadly Silence,DS,2006,Action,Capcom,0.12,0.03,0.11,0.01,0.27
6170,The Evil Within,PC,2014,Action,Bethesda Softworks,0.09,0.16,0.0,0.02,0.27
6171,NCAA Gamebreaker,PS,1996,Sports,Sony Computer Entertainment,0.15,0.1,0.0,0.02,0.27
6172,Star Trek: Invasion,PS,2000,Simulation,Activision,0.15,0.1,0.0,0.02,0.27
6173,My Virtual Tutor: Reading Adventure Kindergarten to First,DS,2009,Misc,Mentor Interactive,0.25,0.0,0.0,0.02,0.27
6174,The Club,X360,2008,Shooter,Sega,0.15,0.1,0.0,0.02,0.27
6175,Jade Cocoon: Story of the Tamamayu,PS,1998,Role-Playing,Crave Entertainment,0.15,0.1,0.0,0.02,0.27
6176,The Incredible Hulk,X360,2008,Action,Sega,0.22,0.03,0.0,0.02,0.27
6177,Fire Emblem: Shin Monshou no Nazo Hikari to Kage no Eiyuu,DS,2010,Strategy,Nintendo,0.0,0.0,0.27,0.0,0.27
6178,M&M's Blast!,GBA,2001,Puzzle,Unknown,0.2,0.07,0.0,0.0,0.27
6179,Littlest Pet Shop: Beach Friends,DS,2009,Simulation,Electronic Arts,0.25,0.0,0.0,0.02,0.27
6180,Shin Megami Tensei: Devil Survivor,DS,2009,Role-Playing,Atlus,0.14,0.0,0.12,0.01,0.27
6181,ESPN NBA Basketball,XB,2003,Sports,Sega,0.2,0.06,0.0,0.01,0.27
6182,Michael Jackson: The Experience,DS,2010,Misc,Ubisoft,0.22,0.03,0.0,0.02,0.27
6183,Superman Returns,X360,2006,Action,Electronic Arts,0.23,0.02,0.0,0.02,0.27
6184,Warpath: Jurassic Park,PS,1998,Fighting,Electronic Arts,0.15,0.1,0.0,0.02,0.27
6185,Superbike 2000,PS,1999,Racing,Electronic Arts,0.15,0.1,0.0,0.02,0.27
6186,G-Force,PS2,2009,Action,Disney Interactive Studios,0.12,0.01,0.0,0.14,0.27
6187,Final Doom,PS,1995,Shooter,GT Interactive,0.15,0.1,0.0,0.02,0.27
6188,Dead or Alive,PS,1998,Fighting,Sony Computer Entertainment,0.09,0.06,0.1,0.02,0.27
6189,Rhythm Thief & the Emperor's Treasure,3DS,2012,Misc,Sega,0.07,0.07,0.12,0.01,0.27
6190,Create,Wii,2010,Action,Electronic Arts,0.22,0.03,0.0,0.02,0.27
6191,Dave Mirra Freestyle BMX: Maximum Remix,PS,2001,Sports,Acclaim Entertainment,0.15,0.1,0.0,0.02,0.27
6192,America's Test Kitchen: Let's Get Cooking,DS,2010,Simulation,Nintendo,0.25,0.0,0.0,0.02,0.27
6193,Dynasty Warriors 7: Xtreme Legends,PS3,2011,Action,Tecmo Koei,0.04,0.05,0.16,0.02,0.27
6194,RalliSport Challenge 2,XB,2004,Racing,Microsoft Game Studios,0.18,0.08,0.0,0.01,0.27
6195,Beamrider,2600,1984,Racing,Activision,0.26,0.01,0.0,0.0,0.27
6196,Super Nazo Puyo: Ruruu no Ruu,SNES,1995,Puzzle,Banpresto,0.0,0.0,0.27,0.0,0.27
6197,Bishoujo Senshi Sailormoon R,SNES,1993,Fighting,Namco Bandai Games,0.0,0.0,0.27,0.0,0.27
6198,Battle of Giants: Mutant Insects,DS,2010,Strategy,Ubisoft,0.09,0.15,0.0,0.03,0.27
6199,The Penguins of Madagascar,DS,2010,Action,THQ,0.13,0.12,0.0,0.02,0.27
6200,NHL 2002,XB,2001,Sports,Electronic Arts,0.2,0.06,0.0,0.01,0.27
6201,AC/DC LIVE: Rock Band Track Pack,Wii,2008,Misc,MTV Games,0.25,0.0,0.0,0.02,0.27
6202,Sydney 2000,PS,2000,Sports,Eidos Interactive,0.15,0.1,0.0,0.02,0.27
6203,SD Gundam G Generation Portable,PSP,2006,Strategy,Namco Bandai Games,0.0,0.0,0.27,0.0,0.27
6204,Imagine: Fashion Party,Wii,2009,Simulation,Ubisoft,0.25,0.0,0.0,0.02,0.27
6205,Gunship,PS,1996,Simulation,Microprose,0.15,0.1,0.0,0.02,0.27
6206,Tomba!,PS,1997,Platform,Sony Computer Entertainment,0.15,0.1,0.0,0.02,0.27
6207,Section 8,X360,2009,Shooter,SouthPeak Games,0.15,0.09,0.0,0.03,0.27
6208,NASCAR 06: Total Team Control,XB,2005,Racing,Electronic Arts,0.2,0.06,0.0,0.01,0.27
6209,Knockout Kings 2002,XB,2002,Sports,Electronic Arts,0.2,0.06,0.0,0.01,0.27
6210,Final Fantasy V Advance,GBA,2006,Role-Playing,Nintendo,0.0,0.0,0.26,0.01,0.27
6211,Spider-Man: Web of Shadows,PS3,2008,Action,Activision,0.2,0.04,0.0,0.03,0.27
6212,Mister Mosquito,PS2,2001,Shooter,Eidos Interactive,0.05,0.04,0.17,0.01,0.27
6213,King's Field II,PS,1996,Role-Playing,From Software,0.08,0.06,0.11,0.02,0.27
6214,F1 2016 (Codemasters),PS4,2016,Racing,Codemasters,0.01,0.21,0.01,0.04,0.27
6215,Fantastic 4,XB,2005,Action,Activision,0.2,0.06,0.0,0.01,0.27
6216,Fushigi no Dungeon: Fuurai no Shiren GB: Tsukikagemura no Kaibutsu,GB,1996,Role-Playing,ChunSoft,0.0,0.0,0.27,0.0,0.27
6217,NHL Hitz 20-02,XB,2001,Sports,Midway Games,0.2,0.06,0.0,0.01,0.27
6218,How to Train Your Dragon 2,Wii,2014,Adventure,Little Orbit,0.05,0.2,0.0,0.02,0.27
6219,Rapala Pro Bass Fishing 2010,PS3,2010,Sports,Activision,0.18,0.06,0.0,0.03,0.27
6220,Burstrick: Wake Boarding!!,PS,2000,Sports,Natsume,0.15,0.1,0.0,0.02,0.27
6221,Minute to Win It,Wii,2010,Misc,Zoo Games,0.25,0.0,0.0,0.02,0.27
6222,LEGO The Hobbit,XOne,2014,Action,Warner Bros. Interactive Entertainment,0.13,0.12,0.0,0.02,0.27
6223,Bridge,2600,1980,Misc,Activision,0.25,0.02,0.0,0.0,0.27
6224,Yu-Gi-Oh! Ultimate Masters: World Championship Tournament 2006,GBA,2006,Misc,Konami Digital Entertainment,0.14,0.05,0.07,0.01,0.27
6225,One Piece Unlimited Cruise 1: The Treasure Beneath the Waves,Wii,2008,Adventure,Namco Bandai Games,0.0,0.07,0.19,0.01,0.27
6226,Yu-Gi-Oh! The Sacred Cards (JP weekly sales),GBA,2002,Role-Playing,Konami Digital Entertainment,0.0,0.0,0.26,0.01,0.27
6227,Payday 2,PS4,2015,Shooter,505 Games,0.09,0.14,0.0,0.04,0.27
6228,Cabela's Big Game Hunter 2010,X360,2009,Sports,Activision Value,0.25,0.0,0.0,0.02,0.27
6229,Family Feud: 2010 Edition,DS,2009,Misc,Ubisoft,0.25,0.0,0.0,0.02,0.27
6230,Initial D: Special Stage,PS2,2003,Racing,Sega,0.0,0.0,0.27,0.0,0.27
6231,FIFA Soccer 07,X360,2006,Sports,Electronic Arts,0.24,0.01,0.0,0.02,0.27
6232,Indiana Jones and the Staff of Kings,PSP,2009,Action,Activision,0.11,0.1,0.0,0.06,0.27
6233,Scooby-Doo! and the Spooky Swamp,PS2,2010,Action,Warner Bros. Interactive Entertainment,0.08,0.11,0.0,0.08,0.27
6234,Thoroughbred Breeder II,SNES,1994,Simulation,Hect,0.0,0.0,0.27,0.0,0.27
6235,Alundra 2: A New Legend Begins,PS,1999,Role-Playing,Activision,0.15,0.1,0.0,0.02,0.27
6236,Final Fantasy X International,PS2,2004,Role-Playing,Square Enix,0.0,0.0,0.27,0.0,0.27
6237,Bratz: The Movie,Wii,2007,Simulation,THQ,0.24,0.01,0.0,0.02,0.27
6238,Sing Party,WiiU,2012,Misc,Nintendo,0.13,0.12,0.0,0.02,0.27
6239,Guitar Hero: Van Halen,PS3,2009,Misc,Activision,0.14,0.09,0.0,0.04,0.27
6240,The Adventures of Tintin: The Game,PS3,2011,Action,Ubisoft,0.06,0.16,0.0,0.05,0.27
6241,Ratatouille,X360,2007,Action,THQ,0.23,0.02,0.0,0.02,0.27
6242,Puppeteer,PS3,2013,Platform,Sony Computer Entertainment Europe,0.11,0.1,0.02,0.04,0.27
6243,Sengoku Basara 4,PS3,2014,Action,Capcom,0.0,0.0,0.27,0.0,0.27
6244,UEFA Euro 2016,PS4,2016,Sports,Konami Digital Entertainment,0.0,0.21,0.03,0.03,0.27
6245,Bolt,PS2,2008,Adventure,Disney Interactive Studios,0.09,0.02,0.0,0.16,0.27
